542,2759,2653,3074,2211,2131,2369,2209,2266,4167,2499,1890,2319,3182,6510,5880,7429,9225,10862,9093,7741,8135,8530,9926,10103,10672,11560,6672,4401,3159,2575,2292,2492,2606,2719,2911,3037,3340,3467,3820,4233,4479,4558,4596,4703,4689,4766,4797,4929,4819,4704,4311,4207,4182,3799,3455,3419,3388,3483,3424,3601,3559,3640,3820,3818,3821,3868,4012,3748,3626,3569,3474,3733,4267,4542,4367,4351,4311,3967,3715,3645,3712,3801,3773,3522,3205,3190,3226,3570,3500,2835,2483,2222,2103,1932,1784,1581,1505,1525,1636,1607,1387,1167,1054,1056,1148,1146,1071,1010,990,842,807,635,546,523,525,610,563,576,573,577,618,591,646,682,667,636,693,671,637,674,671,706,727,748,804,774,797,817,886,1382,1410,1323,1221,1033,1084,960,943,900,984,963,1066,1095,1037,1074,1098,1360,1656,1842,1898,2145,2200,2294,1972,1853,2162,2183,2204,1868,1819,1902,1883,1830,1870,1868,1822,1914,2218,2463,2929,3058,3105,3434,3912,4896,5371,5816,6700,7258,6507,6776,7607,7347,6975,7143,8339,8518,7597,7835,6486,6179,6195,5606,5580,5132,4780,4700,4333,3871,3734,3141,3092,2846,2929,2856,2958,2739,2390,2167,2077,2025,2160,2235,1994,2002,1765,1849,1679,1629,1672,1553,880,569,533,421,70,42,21,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
290,1509,1575,2674,1813,1736,1819,1581,1504,1381,1402,1444,4198,1977,1828,2027,2014,2513,3362,8572,6564,11284,7020,7353,9095,9916,10290,9120,9349,8129,5567,3859,1874,1557,1367,1387,1437,1506,1501,1587,1585,1591,1634,1503,1626,1762,1785,1894,1952,2032,2048,2036,2206,2472,2394,2297,2260,2291,2331,2167,2209,2146,2187,2208,2174,2322,2288,2310,2389,2309,2558,2403,2383,2316,2319,2455,2765,2450,2631,2663,2856,2656,2647,2574,2464,2503,2505,2659,2721,2755,2984,2955,2773,2781,2972,3335,3440,3486,3508,3656,3280,3000,2945,2875,2832,2874,2987,3189,3131,2992,2968,3123,3211,3151,3370,3593,3938,4097,3907,3871,4017,4064,3492,3425,3314,3593,3470,3499,3581,3738,3804,3766,3020,2721,2677,2611,2583,2417,2297,1716,1349,1074,1048,833,678,716,693,667,697,659,682,681,708,783,805,773,770,818,845,975,1365,1611,1312,1040,995,999,999,1027,1033,1101,1130,1198,1214,1388,1448,1603,1568,1405,1724,1720,1671,1653,1918,2155,2232,2258,2140,2341,2354,2384,2842,3029,3038,3195,3670,3853,4454,5961,6605,7584,7540,6720,7534,8441,8449,8353,7561,8411,8642,7874,8371,6991,6424,6459,6020,5700,5443,5243,4863,4513,4105,3976,3602,3444,3388,3614,3902,3422,3748,3695,3187,2689,2540,2389,2374,1944,2074,1217,736,325,204,128,96,65,20,0,0,0,0,0,0,0,0,0,0,0,
349,1470,1624,2520,1775,1337,1483,1445,1183,1250,3170,1702,1930,1528,1709,2422,2688,5879,5885,11930,7877,9710,8902,8631,8408,8445,8912,8164,6068,4129,2438,1755,1288,1154,1053,965,1000,1002,1021,985,1056,1030,985,1003,1018,1119,1168,1173,1124,1130,1108,1101,1262,1336,1391,1426,1330,1353,1353,1288,1446,1545,1523,1505,1594,1662,1567,1491,1476,1579,1332,1269,1319,1237,1261,1270,1278,1310,1313,1404,1324,1310,1345,1376,1467,1575,1567,1614,1678,1854,1881,1895,1861,1817,1785,1818,1859,1927,1767,1886,1905,1908,2043,2001,1946,2092,2200,2134,2181,2211,2142,2148,2028,1854,1767,1790,1795,1872,1936,2035,1992,1982,2087,2270,2340,2572,2607,2621,2711,2918,2856,3038,2833,2892,2864,2783,2780,2960,3131,3270,3203,3265,2924,2928,2852,2757,2816,2888,2895,3090,3214,3298,3577,3661,3682,3613,3719,3759,3846,3597,3479,3551,3351,3193,3080,3098,3428,3421,3324,3443,3675,4173,4969,4308,3625,3243,2921,2501,2141,1803,1676,1647,1796,1887,1897,1903,1807,1886,1879,2048,2509,2555,2396,2856,3106,3236,3429,3676,4474,5130,6179,6539,7970,8753,8477,8303,8235,8697,8424,7731,7575,7959,7999,6949,7832,7193,6673,6476,6160,6091,5758,5665,5373,5071,4717,4975,4856,4990,4543,4585,4244,3866,3741,3139,2939,1903,1340,1313,719,343,200,175,174,116,86,36,0,0,0,0,0,0,0,0,0,0,
